0,1,2,3,4,5,6,7,8,9,10
Hancitor-malspam-infection-traffic,upatre-dyre-malspam-traffic,Loki-Bot-malspam-traffic,Hancitor-malspam-traffic,Angler-EK-sends-CryptoWall-3.0-example-1-of-2,,pseudoDarkleech-Neutrino-EK-after-thewinegroup.com-first-run,Angler-EK-and-Alpha-Crypt-traffic,,Rig-EK-sends-Kovter-1st-run,EITest-Rig-V-sends-Cerber-ransomware
Hancitor-malspam-infection-traffic,Angler-EK-traffic,traffic-from-1st-sample,Hancitor-malspam-traffic,BizCN-gate-actor-Nuclear-EK-example-2-of-2,,pseudoDarkleech-Neutrino-EK-after-thewinegroup.com-second-run,Nuclear-EK-delivers-ransomware,,Rig-EK-sends-Kovter-2nd-run,pseudoDarkleech-Rig-V-sends-Cerber-ransomware
Hancitor-malspam-infection-traffic,post-infection-traffic,Blank-Slate-campaign-pushes-Sage-2.2-ransomware,Rig-EK-2nd-run,Magnitude-EK-traffic-example-1-of-3,,Afraidgate-Neutrino-EK-sends-Locky-ransomware-example-1-of-4,Angler-EK-traffic-example-2,,malspam-traffic,Afraidgate-Rig-V-2nd-run-sends-DDoS-botnet-malware
Trickbot-sat75-infection-with-powershell-empire-traffic,Magnitude-EK-traffic,Remcos-RAT-traffic,Rig-EK-4th-run,Nuclear-EK-sends-TeslaCrypt-2.0-traffic,,Afraidgate-Neutrino-EK-sends-Locky-ransomware-example-3-of-4,Angler-EK-traffic,,Seamless-Rig-EK-sends-Ramnit-1st-run,hancitor-pony-malspam-traffic
GandCrab-ransomware-infection,Fiesta-EK-infection-traffic,PCRat-gh0st-traffic,Jaff-ransomware-malspam-traffic,Angler-EK-sends-CryptoWall-3.0-traffic,,Afraidgate-Neutrino-EK-sends-Locky-ransomware-example-4-of-4,Angler-EK-traffic,,Boleto-malspam-link-from-PDF-attachment,Nebula-EK-2nd-run
Emotet-infection-with-Gootkit,Angler-EK-traffic,Loki-Bot-traffic,RoughTed-Rig-EK-sends-Chthonic-1st-run,java-update-traffic-edited,,other-Neutrino-EK-sends-Gootkit,Angler-EK-and-CryptoWall-3.0-traffic,,Magnitude-EK-sends-Cerber-ransomware-1st-run,Kovter-malspam-traffic
into-2019-03-08-Emotet-traffic-with-no-follow-up-malware,Nuclear-EK-traffic,Seamless-campaign-Rig-EK-sends-Ramnit,Hancitor-malspam-traffic,Nuclear-EK-traffic,,pseudoDarkleech-Neutrino-EK-sends-CryptXXX,Angler-EK-and-CryptoWall-3.0-traffic,,Magnitude-EK-sends-Cerber-ransomware-2nd-run,USPS-malspam-sends-zipped-js-file-no-post-infection-traffic
Hancitor-infection-with-Cobalt-Strike,Dridex-infection-traffic,ISRstealer-malspam-infection-traffic,HookAds-Rig-EK-sends-Dreambot,Nuclear-EK-traffic,,EITest-Neutrino-EK-sends-CryptXXX-ransomware,Angler-EK-sends-CryptoWall-3.0-traffic,,Magnitude-EK-sends-Cerber-ransomware-3rd-run,USPS-malspam-traffic-1-of-2
Rig-EK-sends-Amadey,Neutrino-EK-traffic,Loki-Bot-malspam-traffic,Brazil-Detran-malspam-traffic,Neutrino-EK-sends-CryptoWall-3.0-traffic,,other-Neutrino-EK-sends-Bandarchor-first-run,BizCN-gate-actor-Nuclear-EK-traffic-example-1-of-2,,Magnitude-EK-sends-Cerber-ransomware-1st-run,Smoke-Loader-post-infection-traffic
Ursnif-infection-wth-Dridex-and-PowerShell-Empire,Angler-and-Magnitude-EK-traffic,Windows-11-themed-malspam-infection-traffic,2nd-run-HookAds-Rig-EK,Angler-EK-sends-CryptoWall-3.0-traffic,,pseudoDarkleech-Neutrino-EK-sends-CryptXXX-after-opencv.org-first-run,Angler-EK-sends-Bedep,,Magnitude-EK-sends-Cerber-ransomware-2nd-run,USPS-malspam-traffic-2nd-run
Dridex-infection-traffic,Angler-EK-delivers-alpha-crypt,Hancitor-infection-with-Ursnif,3rd-and-4th-run-HookAds-Rig-EK,Nuclear-EK-traffic,,pseudoDarkleech-Neutrino-EK-sends-CryptXXX-after-depressivedisorder.xyz,Angler-EK-sends-CryptoWall-3.0,,Magnitude-EK-sends-Cerber-ransomware-3rd-run,Cerber-from-castrokolaz.top
Urnsif-infection-with-Trickbot,Angler-EK-traffic,Lokibot-infection-traffic,BTCware-from-cabeiriscout.faith,Rig-EK-traffic,,pseudoDarkleech-Neutrino-EK-sends-CrypMIC-first-run,Angler-EK-sends-CryptoWall-3.0-example-3-of-3,,Emotet-malspam-traffic,ZeusPandaBanker-malspam-traffic
1st-run-Ursnif-with-Predator-The-Thief-and-spambot-infection-traffic,Angler-EK-sends-Alpha-Crypt,Lokibot-infection-traffic,Trickbot-infection-from-usdata.estoreseller.com,Nuclear-EK-sends-CryptoWall-3.0-traffic,,Afraidgate-Neutrino-EK-sends-Locky-second-run,Angler-EK-traffic-1-of-2-bedep,,Hancitor-malspam-traffic,Dridex-malspam-traffic
Hancitor-infection-traffic,malspam-campaign-traffic,Rig-EK-and-Pitou.B-traffic,Boleto-malspam-traffic,Rig-EK-traffic,,EITest-Neutrino-EK-sends-CrypMIC-after-nurseryrhymedaycare.ca,BizCN-gate-actor-Nuclear-EK-traffic-example-2-of-2,,target-phishing-web-page-traffic,Ursnif-malspam-traffic
Hancitor-infection-traffic,Fiesta-EK-infection-after-visajourney.com,Amadey-infection-with-Pony-and-Ursnif-and-Cobalt-Strike,Fobos-campaign-Rig-EK-sends-Bunitu,Rig-EK-traffic-2-of-3,,EITest-Neutrino-EK-sends-CrypMIC-after-redwood-inc.com,BizCN-gate-actor-Nuclear-EK-example-1-of-2,,Hancitor-malspam-traffic,Japanese-malspam-pushing-Ursnif
,Fiesta-EK-infection-after-forum.thegradcafe.com,Hancitor-style-Amadey-with-Pony-and-Cobalt-Strike,Brazil-malspam-traffic,BizCN-gate-actor-Nuclear-EK-traffic,,Magnitude-EK-sends-Cerber-second-run,Neutrino-EK-traffic,,Rig-EK-sends-Remcos-RAT,Boleto-malspam-traffic
,Fiesta-EK-infection-after-forums.pinstack.com,,EITest-HoeflerText-popup-and-NetSupport-Manager-RAT-infection,BizCN-gate-actor-Nuclear-EK-traffic,,pseudoDarkleech-Neutrino-EK-sends-CrypMIC,Angler-EK,,Hancitor-infection-traffic,TT-copy-malspam-traffic
,Fiesta-EK-infection-after-hacknmod.com,,Blank-Slate-malspam-traffic,Pony-Vawtrak-malspam-campaign-traffic,,EITest-Neutrino-EK-sends-CrypMIC-after-findautosalvageyards.com,Angler-EK-traffic,,Emotet-malspam-infection-traffic,post-infection-traffic-from-Terror-EK-payload
,Angler-EK-and-ransomware-traffic,,traffic-from-3rd-sample,Angler-EK-delivers-CryptoWall-traffic,,Magnitude-EK-sends-Cerber,Angler-EK-sends-bedep-traffic,,Redaman-infection-traffic,Hancitor-malspam-traffic-example
,Angler-EK-sends-Vawtrak,,Locky-binary-from-ekolapsm.top,Rig-EK-traffic,,pseudoDarkleech-Neutrino-EK-sends-CrypMIC-after-agreen.com.tr,Rig-EK-traffic,,Hancitor-infection-with-Ursnif,Hancitor-malspam-traffic
,Angler-EK-sends-CryptoWall-3.0-second-run,,Locky-binary-from-longvanceramics.com.vn,other-Neutrino-EK-sends-Bandarchor-second-run,,Afraidgate-Neutrino-EK-sends-Locky,bartalex-word-macro-sends-pony-and-vawtrak,,Emotet-infection-with-Gootkit,Hancitor-malspam-traffic
,Angler-EK-traffic,,Locky-binary-from-rockjonadd.top,EITest-Rig-EK-sends-possible-Vawtrak-after-agreen.com.tr,,pseudoDarkleech-Neutrino-EK-sends-CrypMIC,Nuclear-EK-traffic,,Nanocore-RAT-infection-traffic,Dridex-malspam-traffic
,BizCN-gate-actor-Nuclear-EK-traffic,,Locky-binary-from-tsivn.com.vn,boleto-malspam-infection-traffic,,pseudoDarkleech-Neutrino-EK-sends-CrypMIC,Nuclear-EK-traffic,,Flawed-Ammyy-traffic,Hancitor-malspam-traffic
,Angler-EK-sends-CryptoWall-3.0-example-2-of-2,,Necurs-Botnet-malspam-traffic-from-1st-wave,boleto-malspam-infection-traffic,,EITest-Rig-EK-traffic,Rig-EK-traffic-example-2-of-5,,MyDoom-infection-traffic,Hancitor-malspam-traffic
,BizCN-gate-actor-Nuclear-EK-traffic-example-2-of-2,,WhatsApp-malspam-2nd-run,boleto-malspam-infection-traffic,,Rig-EK-first-run,Rig-EK-traffic-example-3-of-5,,Hancitor-infection-traffic,Hancitor-malspam-traffic
,Neutrino-EK-traffic,,Necurs-botnet-DDE-doc-sends-Locky,Rig-EK-sends-Graybird-first-run,,EITest-Rig-EK-sends-Bart-ransomware,Rig-EK-traffic-example-4-of-5,,,Hancitor-malspam-traffic
,BizCN-gate-actor-Nuclear-EK-example-2-of-4,,Brazil-malspam-pushes-Banload,Rig-EK-second-run,,pseudoDarkleech-Neutrino-EK-sends-CrypMIC-ransomware,Rig-EK-traffic-1-of-3,,,fake-AV-page-after-viewing-mitchandgina.com
,Neutrino-EK-traffic,,Necurs-Botnet-malspam-pushes-Locky-1-of-2,EITest-Rig-EK,,pseudoDarkleech-Neutrino-EK-sends-CrypMIC-ransomware,Rig-EK-traffic-3-of-3,,,Emotet-and-Zeus-Panda-Banker-traffic
,Neutrino-EK-traffic,,Necurs-Botnet-malspam-pushes-Locky-2-of-2,EITest-Rig-EK-traffic,,malspam-traffic,Angler-EK-sends-CryptoWall-3.0-traffic,,,NanoCore-RAT-traffic
,Angler-EK-sends-CryptoWall-3.0-example-2-of-3,,Mercury-Text-pop-sends-coinminer,EITest-Rig-EK-second-example,,EITest-Rig-EK-first-example,Angler-EK-sends-CryptoWall-3.0-traffic,,,Rig-EK-traffic
,BizCN-gate-actor-Nuclear-EK-traffic,,EITest-campaign-fake-av-traffic,EITest-Rig-EK-second-example,,EITest-Rig-EK-first-example,Angler-EK-traffic,,,Dridex-malspam-infection-traffic
,Angler-EK-sends-CryptoWall-3.0-example-2-of-2,,Necurs-Botnet-malspam-pushes-Trickbot,EITest-Rig-EK-sends-CryptFile2-after-germansuppliesinc.com,,pseudoDarkleech-Rig-EK-sends-CrypMIC-ransomware,Angler-EK-sends-TeslaCrypt-traffic,,,Dridex-malspam-traffic
,Angler-EK-traffic-example-1-of-2,,EITest-HoelflerText-popup-sends-NetSupport-Manager-RAT,Afraidgate-Neutrino-EK-sends-Locky,,EITest-Rig-EK-3rd-run,Angler-EK-traffic,,,Hancitor-malspam-infection-traffic
,Angler-EK-traffic-example-2-of-2,,EITest-script-leads-to-fake-AV-page-for-tech-support-scam,EITest-Rig-EK-sends-CryptFile2-after-beyondproxy.com,,traffic-from-Portuguese-malspam-attachment,Angler-EK-sends-CryptoWall-traffic,,,malspam-pushing-Quant-Loader-1st-run
,Angler-EK-traffic,,Emotet-malspam-infection-traffic,EITest-Rig-EK-sends-CryptFile2-after-orfab.com,,EITest-Rig-EK-first-run,TeslaCrypt-malspam-traffic,,,malspam-pushing-Quant-Loader-2nd-run
,Angler-EK-sends-TeslaCrypt-2.0-traffic,,Rig-EK-traffic-2nd-run,EITest-Rig-EK-4th-run,,EITest-Rig-EK-third-run,Afraidgate-Neutrino-EK-sends-Locky-ransomware,,,Hancitor-malspam-traffic-example
,Angler-EK-traffic,,Trickbot-malspam-infection-traffic,Afraidgate-Rig-EK,,EITest-Rig-EK-second-run,boleto-malspam-traffic,,,Hancitor-malspam-infection-traffic
,Nuclear-EK-sends-TeslaCrypt-2.0-traffic,,Trickbot-malspam-infection-traffic,EITest-Rig-EK-sends-Vawtrak,,EITest-Rig-EK-1st-run,boleto-malspam-infection-traffic,,,Hancitor-malspam-infection-traffic
,Nuclear-EK-traffic,,Trickbot-malspam-infection-traffic,EITest-Rig-EK-first-run,,EITest-Rig-EK-3rd-run,boleto-malspam-infection-traffic,,,Hancitor-malspam-infection-traffic
,Rig-EK-traffic-example-1-of-5,,Grandsoft-EK-sends-QuantLoader-which-retrieves-Ursnif,EITest-Rig-EK-traffic,,EITest-Rig-EK-4th-run,EITest-Rig-EK-sends-Gootkit,,,Necurs-Botnet-malspam-infection-traffic-2nd-run
,Angler-EK-traffic,,Trickbot-malspam-infection-traffic,EITest-Rig-EK-second-run-sends-Ursnif,,EITest-Rig-EK-6th-run,EITest-Rig-EK,,,Hancitor-malspam-infection-traffic
,Blackhole-EK-traffic,,Trickbot-infection-traffic-single-host,EITest-Rig-EK-third-run-sends-Neutrino-malware,,EITest-Rig-EK-7th-run,EITest-Rig-EK,,,Necurs-Botnet-malspam-infection-traffic
,Angler-EK-sends-CryptoWall-traffic,,Trickbot-malspam-infection-traffic,EITest-Rig-EK,,EITest-Rig-EK-8th-run,boleto-malspam-infection-traffic,,,Hancitor-malspam-infection-traffic
,Angler-EK-sends-Bedep-traffic,,Emotet-malspam-infection-traffic-1-of-2-home-user,EITest-Rig-EK-sends-CryptFile2-ransomware,,pseudoDarkleech-Rig-EK-sends-Cerber-5th-run,EITest-Rig-EK-sends-CryptFile2,,,Emotet-malspam-infection-traffic
,EITest-Neutrino-EK-after-musicmix.co,,Emotet-infection-with-IcedID,EITest-Rig-EK-first-run,,pseudoDarkleech-Rig-EK-sends-Cerber-6th-run,Rig-EK-sends-Graybird-third-run,,,Hancitor-malspam-infection-traffic
,Neutrino-EK-sends-pizzacrypts,,Emotet-infection-with-Trickbot,EITest-Rig-EK,,pseudoDarkleech-Rig-EK-sends-Cerber-7th-run,EITest-Rig-EK-sends-CryptFile2-ransomware,,,Hancitor-malspam-infection-traffic
,pseudoDarkleech-Neutrino-EK-after-drupatis.com,,Hancitor-malspam-infection-traffic,third-run-EITest-Rig-EK-sends-Kronos,,pseudoDarkleech-Rig-EK-sends-Cerber-8th-run,EITest-Rig-EK-sends-Vawtrak,,,ransomware-malspam-infection-traffic
,pseudoDarkleech-Neutrino-EK-after-gennaroespositomilano.it,,password-protected-Word-doc-malspam-pushes-AZORult-and-Hermes-ransomware,1st-run-EITest-Rig-EK-sends-Vawtrak,,EITest-Rig-EK-second-run-sends-Chthonic,Guide-for-Pokemon-Go-app-traffic,,,Emotet-infection-traffic-with-IcedID-banking-malware
,pseudoDarkleech-Neutrino-EK-after-toronto-annex.com,,Rig-EK-itraffic,Brazilian-malspam-traffic,,EITest-Rig-EK-first-run,pseudoDarkleech-Rig-EK-second-example,,,Emotet-infection-with-IcedID-in-AD-environment
,Rig-EK-sends-CryptoBit,,Emotet-malspam-infection-with-Zeus-Panda-Banker,malspam-traffic,,EITest-Rig-EK-second-run,pseudoDarkleech-Rig-EK-third-example,,,Hancitor-malspam-infection-traffic
,pseudoDarkleech-Neutrino-EK-sends-CryptXXX-after-thewinegroup.com,,Emotet-infection-with-Trickbot,3rd-run-EITest-Rig-EK-sends-Quant-Loader,,Sundown-EK,EITest-Rig-EK-first-example,,,fake-AV-screen-locker
,other-Neutrino-EK-sends-Bandarchor-first-run,,password-protected-Word-doc-pushes-Nymaim,2nd-run-Sundown-EK-sends-Terdot.A-Zloader,,EITest-Rig-EK-traffic,pseudoDarkleech-Rig-EK-first-example,,,Hancitor-malspam-infection-traffic
,other-Neutrino-EK-sends-Bandarchor-second-run,,password-protected-Word-doc-pushes-Nymaim,EITest-Rig-V-sends-Cerber-ransomware,,1st-run-EITest-Rig-EK-sends-CryptFile2,pseudoDarkleech-Rig-EK-second-example,,,Rig-EK-payload-post-infection-traffic
,Afraidgate-Neutrino-EK-sends-Locky-ransomware-example-2-of-4,,infection-traffic-from-malspam-pushing-Vidar,pseudoDarkleech-Rig-V-2nd-run-sends-Cerber-ransomware,,Sundown-EK-traffic,EITest-Rig-EK-second-example,,,Emotet-infection-with-Zeus-Panda-Banker
,other-Neutrino-EK-sends-Bandarchor-ransomware,,password-protected-Word-doc-pushes-IcedID,UPS-malspam-traffic-part-2-post-infection-activity,,1st-run-EITest-Rig-E-traffic,EK-data-dump,,,XMRig-coinminer-from-ad-traffic
,other-Neutrino-EK-sends-Bandarchor-ransomware,,Spelevo-EK-1st-run,Hancitor-Pony-malspam-traffic,,2nd-run-EITest-Rig-E-sends-Terdot.A-or-Zloader,pseudoDarkleech-Rig-EK-first-example,,,Emotet-infection-traffic-with-Zeus-Panda-Banker
,pseudoDarkleech-Neutrino-EK-sends-CryptXXX,,Spelevo-EK-2nd-run,Hancitor-Pony-malspam-traffic,,EITest-Rig-E-sends-CHIP-ransomware,EITest-Rig-EK-sends-CryptFile2-ransomware,,,Hancitor-malspam-infection-traffic
,pseudoDarkleech-Neutrino-EK-sends-CryptXXX-ransomware,,Emotet-infection-with-Trickbot,Hancitor-malspam-traffic,,2nd-run-EITest-Rig-standard-sends-CryptFile2-ransomware,Afraidgate-Neutrino-EK-sends-Locky,,,Hancitor-infection-with-Zeus-Panda-Banker
,EITest-Neutrino-EK-after-classical959.com,,Lokibot-infection-malicious-traffic-only,Dridex-confirmation-letter-Dridex-traffic,,1st-run-EITest-Rig-E-traffic,pseudoDarkleech-Rig-EK-sends-CrypMIC-first-run,,,Hancitor-infection-with-Zeus-Panda-Banker
,other-Neutrino-EK-sends-Bandarchor-ransomware,,Lord-EK-sends-Eris-Ransomware,USPS-malspam-js-file-post-infection-traffic,,EITest-Rig-E-sends-Geodo-Emotet,pseudoDarkleech-Rig-EK-sends-CrypMIC-second-run,,,Hancitor-infection-with-Zeus-Panda-Banker
,EITest-Neutrino-EK-sends-Bandarchor-after-chitralekha.com,,Ursnif-and-Vidar-with-Trickbot,USPS-malspam-sends-exe-file-with-post-infection-traffic,,1st-run-EITest-Rig-E-sends-Gootkit,Afraidgate-Rig-EK-sends-Locky-ransomware,,,1st-run-Hookads-campaign-Fallout-EK-sends-Minotaur-ransomware
,Afraidgate-Neutrino-EK-sends-Locky-first-run,,Ursnif-infection-with-Trickbot,parking-service-malspam-traffic-2nd-run,,2nd-run-EITest-Rig-E-sends-Smoke-Loader,EITest-Rig-EK-1st-run,,,thru-2018-11-09-one-week-of-a-Trickbot-infection
,Afraidgate-Neutrino-EK-sends-Locky-second-run,,1st-run-Word-doc-causes-Ursnif-infection-with-Trickbot,Hancitor-malspam-traffic,,Sundown-EK-first-run,EITest-Rig-EK-8th-run,,,Emotet-infection-with-Gootkit
,pseudoDarkleech-Neutrino-EK-sends-CryptXXX-ransomware,,2nd-run-Word-doc-causes-Vidar-infection,Rig-EK-sends-Bunitu,,Afraidgate-Rig-V-sends-Locky-ransomware,Afraidgate-Rig-EK-sends-Locky-ransomware,,,Ursnif-infection-traffic-with-Dridex
,boleto-malspam-traffic-from-malware,,Emotet-infection-with-Trickbot-in-AD-environment,GlobeImposter-from-sousedopac.top,,Locky-malspam-traffic-example,EITest-Rig-EK-sends-CryptFile2-ransomware,,,infection-from-malspam-pushing-Gootkit
,EITest-Neutrino-EK-sends-CryptXXX-after-dicodesrimes.com,,Emotet-epoch-3-infection-with-Trickbot-gtag-mor51,Jaff-rasomware-from-phinamco.com,,Locky-malspam-traffic-example,EITest-Rig-EK-second-run,,,infection-traffic-from-malspam-pushing-Flawed-Ammyy
,Afraidgate-Neutrino-EK-sends-Locky-first-run,,,Loki-Bot-malspam-traffic,,traffic-from-Portuguese-malspam,Afraidgate-Rig-EK-sends-Locky-ransomware,,,Emotet-infection-with-IcedID
,Afraidgate-Neutrino-EK-sends-Locky-second-run,,,Jaff-ransomware-malspam-traffic,,Afraidgate-Rig-V-sends-Locky-ransomware,Afraidgate-Rig-EK-sends-Locky-ransomware,,,Hancitor-infection-with-Ursnif
,pseudoDarkleech-Neutrino-EK-sends-CrypMIC-second-run,,,Hancitor-malspam-traffic,,EITest-Rig-E-sends-Chthonic-banking-Trojan,EITest-Rig-EK-first-run,,,Spelevo-EK-3rd-run
,Afraidgate-Neutrino-EK-sends-Locky-first-run,,,Boleto-malspam-link-from-email-full-infection,,1st-run-Sundown-EK-sends-Chthonic,EITest-Rig-EK-second-run,,,infection-traffic-from-malware-EXE-from-80.85.155.70
,pseudoDarkleech-Neutrino-EK-sends-CrypMIC-after-orthopet.net-first-run,,,EITest-tech-support-scam-traffic,,EITest-Rig-E-sends-Chthonic-banking-Trojan-2nd-run,EITest-Rig-EK-third-run,,,Ursnif-infection-with-Pushdo
,pseudoDarkleech-Neutrino-EK-sends-CrypMIC-after-orthopet.net-second-run,,,Kovter-Nemucod-malspam-traffic,,EITest-Rig-E-sends-Chthonicp-banking-Trojan,EITest-Rig-EK-first-run,,,Lord-EK-2nd-run-with-payload
,pseudoDarkleech-Neutrino-EK-sends-CrypMIC-after-orthopet.net-third-run,,,tech-support-scam-traffic,,Sundown-EK-2nd-run-failed-payload,Afraidgate-RIGv-sends-Locky,,,Hancitor-style-Amadey-infection-traffic
,EITest-Neutrino-EK-sends-CrypMIC-after-callkarl.ca,,,EITest-HoflerText-popup-sends-Mole-ransomware-2nd-run,,pseudoDarkleech-Rig-V-sends-Cerber-ransomware,pseudoDarkleech-RIGv-sends-ddos-botnet-malware,,,Emotet-infection-with-Trickbot
,EITest-Neutrino-EK-sends-CrypMIC-after-carolinagodiva.org,,,2nd-run-HookAds-Rig-EK-sends-Drembot-with-post-infection-traffic,,3rd-run-EITest-Rig-V-sends-CryptoMix,second-run-EITest-Rig-EK-sends-Zeprox,,,Ursnif-infection-with-IcedID-then-Trickbot-gtag-tin188
,Locky-malspam-traffic,,,EITest-fake-AV-tech-support-scam-traffic,,EITest-Rig-V-sends-CryptoMix-ransomware-2nd-run,EITest-Rig-EK-sends-CryptFile2-ransomware,,,Emotet-epoch-2-infection-with-Trickbot-gtag-mor40
,EITest-Neutrino-EK-sends-CrypMIC,,,Boleto-malspam-traffic,,Hancitor-Pony-Vawtrak-malspam-traffic,4th-run-EITest-Rig-EK-sends-Terdot-or-Zloader,,,Ursnif-infection-with-Dridex
,pseudoDarkleech-Neutrino-EK-sends-CrypMIC,,,Hancitor-malspam-traffic-example,,EITest-Rig-V-sends-CryptoMix-ransomware,malspam-traffic,,,Emotet-epoch-3-infected-Windows-client-as-spambot
,EITest-Rig-EK-sends-Gootkit,,,Hancitor-malspam-traffic-example,,EITest-Rig-V-sends-Spora-ransomware,2nd-run-EITest-Rig-EK,,,Hancitor-infection-traffic
,pseudoDarkleech-Neutrino-EK-sends-CrypMIC,,,Smoke-Loader-traffic,,EITest-Rig-V-sends-CryptoMix-ransomware,EITest-second-run-Rig-standard-sends-CryptFile2-ransomware,,,Emotet-epoch-3-with-Trickbot-gtag-mor60-infection-traffic
,Afraidgate-Neutrino-EK-sends-Locky-ransomware,,,Necurs-Botnet-malspam-pushes-GlobeImposter-traffic,,Afraidgate-Rig-V-sends-Locky-ransomware,2nd-run-EITest-Rig-standard-sends-CryptFile2-ransomware,,,Qakbot-infection-traffic
,pseudoDarkleech-Neutrino-EK-sends-CrypMIC-ransomware,,,Necurs-Botnet-malspam-pushes-GlobeImposter-traffic,,EITest-fake-Chrome-popup-sends-Spora-ransomware-2nd-run,3rd-run-EITest-Rig-E-sends-Quant-Loader,,,
,EITest-Neutrino-EK-sends-CrypMIC,,,Hancitor-malspam-traffic,,UPS-malspam-traffic-part-1-retreiving-Word-doc,4th-run-EITest-Rig-standard-sends-CryptFile2-ransomware,,,
,pseudoDarkleech-Neutrino-EK-sends-CrypMIC-ransomware,,,Necurs-Botnet-malspam-pushes-GlobeImposter-ransomware,,EITest-fake-Chrome-popup-leads-to-Spora-ransomware,5th-run-EITest-Sudnown-EK,,,
,pseudoDarkleech-Neutrino-EK-sends-CrypMIC-ransomware,,,Necurs-Botnet-malspam-pushes-Trickbot,,EITest-fake-Chrome-popup-leads-to-Spora-ransomware,2nd-run-EITest-Rig-standard-sends-CryptFile2-ransomware,,,
,pseudoDarkleech-Neutrino-EK-after-scrubcaptain.ca,,,Necurs-Botnet-malspam-pushes-GlobeImposter,,EITest-HoeflerText-Chrome-popup-traffic-1st-run,EITest-Rig-E-traffic,,,
,pseudoDarkleech-Neutrino-EK-after-stleslieville.com,,,Necurs-Botnet-malspam-traffic-2nd-run,,EITest-HoeflerText-Chrome-popup-traffic-3rd-run,1st-run-EITest-Rig-V-sends-CryptoMix-ransomware,,,
,pseudoDarkleech-Neutrino-EK-sends-CrypMIC-ransomware,,,Formbook-infection-traffic,,EITest-HoeflerText-Chrome-popup-traffic-4th-run,Locky-malspam-traffic-example,,,
,EITest-Rig-EK-sends-Vawtrak,,,fake-AV-site-after-viewing-galina-eg.com,,EITest-HoeflerText-Chrome-popup-traffic-3-of-6,EITest-Rig-V-sends-CryptoMix-ransomware-1st-run,,,
,pseudoDarkleech-Neutrino-EK-sends-CrypMIC-1-of-2,,,fake-AV-page-after-viewing-prelatureofayaviri.org,,Hancitor-malspam-traffic,pseudoDarkleech-Rig-V-1st-run-sends-Cerber-ransomware,,,
,pseudoDarkleech-Neutrino-EK-sends-CrypMIC-2-of-2,,,Java-based-RAT-malspam-traffic,,Hancitor-malspam-traffic,Ursnif-traffic-from-Japanese-malspam,,,
,EITest-Rig-EK-sends-Bart-ransomware,,,CVE-2017-11882-to-push-Formbook,,Hancitor-malspam-traffic,EITest-Rig-EK-sends-CryptoShield,,,
,pseudoDarkleech-Rig-EK-first-example,,,Dridex-malspam-infection-traffic-1-of-2,,EITest-Rig-EK-sends-CryptoShield-ransomware,EITest-Rig-EK-sends-CryptoShield-ransomware-1st-run,,,
,pseudoDarkleech-Rig-EK-second-example,,,Rig-EK-traffic,,Nebula-EK-3rd-run,EITest-HoeflerText-Chrome-popup-traffic-4-of-6,,,
,boleto-malspam-infection-traffic,,,Emotet-malspam-infection-traffic,,income-report-malspam-traffic,EITest-HoeflerText-Chrome-popup-traffic-5-of-6,,,
,pseudoDarkleech-Rig-EK-sends-CrypMIC-ransomware,,,Seamless-campaign-Rig-EK-2nd-run,,Hancitor-malspam-traffic,EITest-HoeflerText-Chrome-popup-after-techydiary.com,,,
,pseudoDarkleech-Rig-EK-sends-CrypMIC,,,Formbook-infection-traffic,,Hancitor-malspam-traffic,Hancitor-malspam-traffic,,,
,EITest-Rig-EK-sends-Ursnif-after-889yoga.com,,,Hancitor-malspam-infection-traffic,,Hancitor-malspam-traffic,Hancitor-malspam-traffic,,,
,pseudoDarkleech-Rig-EK-sends-CrypMIC-ransomware,,,Hancitor-infection-traffic-3rd-run,,Cerber-from-fake-chrome-page,EITest-HoeflerText-Chrome-popup-traffic-1st-run,,,
,EITest-Rig-EK-6th-run,,,Hookads-campaign-Rig-EK,,Cerber-from-ffjoleedas.top,EITest-HoeflerText-Chrome-popup-traffic-2nd-run,,,
,pseudoDarkleech-Rig-EK-sends-CrypMIC-ransomware,,,Necurs-Botnet-malspam-infection-traffic-1st-run,,Cerber-from-jhdgh.site,EITest-HoeflerText-Chrome-popup-traffic-4th-run,,,
,EITest-Rig-EK-second-run,,,Zero-Gand-malspam-infection-traffic,,Cerber-from-jhdgh.trade,EITest-HoeflerText-Chrome-popup-traffic-5th-run,,,
,Sundown-EK-sends-Locky-ransomware,,,Hancitor-malspam-infection-traffic,,EITest-Rig-EK-sends-matrix-ransomware-variant,EITest-HoeflerText-Chrome-popup-traffic-6th-run,,,
,EITest-Rig-EK-2nd-run,,,Hancitor-malspam-infection-traffic,,Cerber-from-bkasioqpz.top,EITest-HoeflerText-Chrome-popup-traffic-8th-run,,,
,EITest-Rig-EK-5th-run,,,Emotet-malspam-infection-traffic,,Cerber-from-jhdgh.online,EITest-HoeflerText-Chrome-popup-sends-Spora-ransomware-4th-run,,,
,Afraidgate-Rig-EK-sends-Locky,,,1st-run-Grandsoft-EK-and-post-infection-traffic,,Cerber-from-nowsunnygk.top,Good-Man-Rig-EK-sends-Godzilla-Loader,,,
,EITest-Rig-EK-sends-chthonic,,,Emotet-malspam-infection-traffic-2-of-2-in-AD-environment,,Hancitor-malspam-traffic,Hancitor-malspam-traffic,,,
