name,len,ttl(32),ttl(64),ttl(128),ttl(255),id(new),id(overlap),off(single),off(frag),sum(new),sum(overlap),ICMP,IGMP,TCP,UDP
BizCN-gate-actor-Nuclear-EK-traffic-example-1-of-2,760.8351064,0,0.622340426,0.377659574,0,1,0,1,0,0.978723404,0.021276596,0,0,1,0
BizCN-gate-actor-Nuclear-EK-traffic-example-2-of-2,819.438247,0,0.625498008,0.374501992,0,1,0,1,0,0.986055777,0.013944223,0,0,1,0
Neutrino-EK-traffic,868.0550613,0.001226994,0.647392638,0.351380368,0,0.928067485,0.071932515,0.993865031,0.006134969,0.966871166,0.033128834,0,0.001226994,0.994478528,0.004294479
Angler-EK-sends-Bedep,726.5462687,0,0.595522388,0.397014925,0.007462687,1,0,0.935074627,0.064925373,0.98358209,0.01641791,0,0,0.941791045,0.058208955
Angler-EK-sends-CryptoWall-3.0,746.8191489,0,0.614893617,0.385106383,0,1,0,0.974468085,0.025531915,0.985106383,0.014893617,0,0,0.974468085,0.025531915
BizCN-gate-actor-Nuclear-EK-example-1-of-4,885.5502063,0,0.64786795,0.35213205,0,1,0,1,0,0.990371389,0.009628611,0,0,1,0
BizCN-gate-actor-Nuclear-EK-example-2-of-4,865.4091603,0,0.622137405,0.377862595,0,0.997709924,0.002290076,1,0,0.919847328,0.080152672,0,0,1,0
BizCN-gate-actor-Nuclear-EK-example-3-of-4,878.7050938,0,0.643431635,0.356568365,0,1,0,1,0,0.985254692,0.014745308,0,0,1,0
BizCN-gate-actor-Nuclear-EK-example-4-of-4,896.1174699,0,0.646084337,0.353915663,0,1,0,1,0,0.983433735,0.016566265,0,0,1,0
Neutrino-EK-traffic,861.1092237,0.001341082,0.654894949,0.34376397,0,0.959469528,0.040530472,0.994784682,0.005215318,0.987632246,0.012367754,0,0.001341082,0.994784682,0.003874236
Angler-EK-sends-CrytoWall-3.0-traffic,660.5656682,0,0.59562212,0.40437788,0,1,0,0.98156682,0.01843318,0.978110599,0.021889401,0,0,0.98156682,0.01843318
Neutrino-EK-traffic,860.2392601,0,0.650208831,0.349791169,0,0.913931981,0.086068019,0.996420048,0.003579952,0.990155131,0.009844869,0,0,0.996420048,0.003579952
Angler-EK-sends-CryptoWall-3.0-example-1-of-3,591.6541524,0,0.584755404,0.415244596,0,0.994311718,0.005688282,1,0,0.987485779,0.012514221,0,0,1,0
Angler-EK-sends-CryptoWall-3.0-example-2-of-3,850.6549561,0,0.638644918,0.361355082,0,1,0,1,0,0.993726474,0.006273526,0,0,1,0
Angler-EK-sends-CryptoWall-3.0-example-3-of-3,781.437751,0,0.624497992,0.375502008,0,1,0,1,0,0.993975904,0.006024096,0,0,1,0
Angler-EK-traffic-1-of-2-bedep,721.6621542,0.001177163,0.575044144,0.423778693,0,0.999411418,0.000588582,0.96115362,0.03884638,0.971159506,0.028840494,0,0,0.96115362,0.03884638
Angler-EK-traffic-2-of-2-CryptoWall-3.0,634.3894571,0,0.598741149,0.401258851,0,1,0,0.984264359,0.015735641,0.983477577,0.016522423,0,0,0.984264359,0.015735641
BizCN-gate-actor-Nuclear-EK-traffic,831.7241848,0,0.629076087,0.370923913,0,1,0,1,0,0.982336957,0.017663043,0,0,1,0
Angler-EK-sends-CryptoWall-3.0,627.4677566,0,0.567665758,0.430517711,0.00181653,0.992733878,0.007266122,0.980018165,0.019981835,0.980926431,0.019073569,0.003633061,0,0.980018165,0.016348774
BizCN-gate-actor-Nuclear-EK-traffic-example-1-of-2,902.6439674,0,0.652109548,0.347890452,0,1,0,1,0,0.988156921,0.011843079,0,0,1,0
BizCN-gate-actor-Nuclear-EK-traffic-example-2-of-2,761.7947598,0,0.6069869,0.3930131,0,1,0,1,0,0.973799127,0.026200873,0,0,1,0
Angler-EK-sends-CryptoWall-3.0-example-1-of-2,674.1837655,0,0.593010147,0.406989853,0,1,0,0.981961669,0.018038331,0.98421646,0.01578354,0,0,0.981961669,0.018038331
Angler-EK-sends-CryptoWall-3.0-example-2-of-2,840.0800582,0,0.644832606,0.355167394,0,1,0,0.991266376,0.008733624,0.989810771,0.010189229,0,0,0.991266376,0.008733624
BizCN-gate-actor-Nuclear-EK-example-1-of-2,788.4960212,0,0.620689655,0.379310345,0,1,0,1,0,0.986737401,0.013262599,0,0,1,0
BizCN-gate-actor-Nuclear-EK-example-2-of-2,690.7512438,0,0.606965174,0.393034826,0,1,0,1,0,0.990049751,0.009950249,0,0,1,0
Neutrino-EK-traffic,725.1391555,0,0.583493282,0.416506718,0,1,0,0.954894434,0.045105566,0.97024952,0.02975048,0,0,0.973128599,0.026871401
Rig-EK-traffic,508.3477038,0,0.513589503,0.486410497,0,0.999062793,0.000937207,0.942830366,0.057169634,0.961574508,0.038425492,0,0,0.979381443,0.020618557
Angler-EK-traffic-example-1-of-2,817.7558984,0,0.578039927,0.421960073,0,1,0,1,0,0.978221416,0.021778584,0,0,1,0
Angler-EK-traffic-example-2-of-2,803.1590398,0,0.624156039,0.375843961,0,0.998499625,0.001500375,0.967741935,0.032258065,0.982745686,0.017254314,0,0,0.967741935,0.032258065
Magnitude-EK-traffic-example-1-of-3,607.5082204,0,0.584366888,0.415633112,0,0.980098067,0.019901933,0.989039515,0.010960485,0.952119988,0.047880012,0,0,0.989039515,0.010960485
Magnitude-EK-traffic-example-2-of-3,538.748266,0,0.515707874,0.484292126,0,0.994288046,0.005711954,0.991840065,0.008159935,0.939616483,0.060383517,0,0,0.991840065,0.008159935
Magnitude-EK-traffic-example-3-of-3,582.6091677,0,0.589264174,0.410735826,0,0.994571773,0.005428227,0.992762364,0.007237636,0.947527141,0.052472859,0,0,0.992762364,0.007237636
Nuclear-EK-sends-TeslaCrypt-2.0-traffic,617.4356553,0,0.557260921,0.442739079,0,0.979929162,0.020070838,0.987012987,0.012987013,0.961038961,0.038961039,0,0,0.9905549,0.0094451
Angler-EK-sends-CryptoWall-3.0-traffic,603.2580944,0,0.528214616,0.471785384,0,0.995374653,0.004625347,0.987049029,0.012950971,0.987049029,0.012950971,0,0,0.987049029,0.012950971
Angler-EK-sends-CryptoWall-3.0-traffic,528.1458015,0,0.518320611,0.481679389,0,1,0,0.983206107,0.016793893,0.970229008,0.029770992,0,0,0.984732824,0.015267176
Angler-EK-and-CryptoWall-3.0,573.8281407,0,0.522613065,0.477386935,0,1,0,0.983919598,0.016080402,0.972864322,0.027135678,0,0,0.983919598,0.016080402
Angler-EK,742.5069552,0,0.531684699,0.468315301,0,1,0,1,0,0.959814529,0.040185471,0,0,1,0
Rig-EK-traffic,574.5743839,0,0.473075753,0.526315789,0.000608458,0.997870399,0.002129601,0.9376331,0.0623669,0.970794037,0.029205963,0,0,0.967143292,0.032856708
java-update-traffic-edited,653.1338583,0,0.31496063,0.598425197,0.086614173,1,0,1,0,0.992125984,0.007874016,0,0,1,0
Adwind-infection-traffic,345.7983936,0,0,1,0,0.993038822,0.006961178,0.999464525,0.000535475,0.931191432,0.068808568,0,0,1,0
Rig-EK-traffic,896.9698986,0,0.625158428,0.365019011,0.00982256,1,0,1,0,0.981622307,0.018377693,0,0,1,0
Angler-EK-traffic,759.2829132,0,0.587114846,0.412885154,0,0.952941176,0.047058824,0.979271709,0.020728291,0.980952381,0.019047619,0,0,0.979271709,0.020728291
Nuclear-EK-traffic,663.0370968,0,0.190322581,0.809677419,0,0.993548387,0.006451613,1,0,0.972580645,0.027419355,0,0,1,0
Angler-EK-sends-CryptoWall-3.0-traffic,517.0693069,0,0.503850385,0.496149615,0,0.97249725,0.02750275,0.98459846,0.01540154,0.954345435,0.045654565,0,0,0.98459846,0.01540154
BizCN-gate-actor-Nuclear-EK-traffic,563.7193764,0,0.506310319,0.493689681,0,0.956198961,0.043801039,0.985894581,0.014105419,0.95545657,0.04454343,0,0,0.985894581,0.014105419
Nuclear-EK-traffic,652.9219512,0,0.495934959,0.504065041,0,1,0,1,0,0.983739837,0.016260163,0,0,1,0
Angler-EK-traffic,820.4379195,0,0.61409396,0.385486577,0,0.945889262,0.053691275,0.980285235,0.019295302,0.965184564,0.034395973,0,0,0.980285235,0.019295302
Rig-EK-traffic,315.5360417,0,0.34621607,0.653424411,0.000359518,0.992809635,0.007190365,0.927197555,0.072802445,0.922703577,0.077296423,0,0,0.955060219,0.044939781
BizCN-gate-actor-Nuclear-EK-traffic,919.07,0,0,1,0,1,0,0.3225,0.6775,0.9975,0.0025,0,0,1,0
Angler-EK-sends-TeslaCrypt-2.0-traffic,535.746966,0,0.48907767,0.51092233,0,0.999393204,0.000606796,0.983616505,0.016383495,0.965412621,0.034587379,0,0,0.984223301,0.015776699
Rig-EK-traffic,400.5839401,0,0.414037217,0.585558252,0.000404531,0.981593851,0.018406149,0.951658576,0.048341424,0.951254045,0.048745955,0,0,0.957928803,0.042071197
Upatre-malspam-infection-traffic,575.6172026,0.148908692,0.432519695,0.418571613,0,0.896551724,0.103448276,0.992251065,0.007748935,0.931809376,0.068190624,0.000258298,0,0.995867235,0.003874467
Angler-EK-sends-TeslaCrypt-2.0-traffic,824.6896552,0,0.599818512,0.400181488,0,1,0,1,0,0.991833031,0.008166969,0,0,1,0
Angler-EK-sends-TeslaCrypt-2.0-traffic,1010.184181,0,0.757062147,0.242937853,0,1,0,1,0,0.994350282,0.005649718,0,0,1,0
Neutrino-EK-sends-Teslacrypt-2.0-traffic,525.3799417,0,0.555971702,0.444028298,0,0.933416563,0.066583437,0.963379109,0.036620891,0.948397836,0.051602164,0,0,0.981689555,0.018310445
Angler-EK-sends-CryptoWall-3.0-traffic,585.6793602,0,0.502665651,0.497334349,0,0.926884996,0.073115004,0.986290937,0.013709063,0.959634425,0.040365575,0,0,0.986290937,0.013709063
Upatre-Dyre-infection,549.7247498,0.311191993,0.168789809,0.520018198,0,1,0,0.99499545,0.00500455,0.965423112,0.034576888,0,0,0.993630573,0.006369427
Neutrino-EK-sends-CryptWall-3.0-traffic,479.647651,0,0.570469799,0.429530201,0,0.856823266,0.143176734,0.984340045,0.015659955,0.941834452,0.058165548,0,0,0.984340045,0.015659955
Angler-EK-traffic,799.3236313,0,0.607761608,0.392238392,0,1,0,0.995841996,0.004158004,0.947331947,0.052668053,0,0,0.995841996,0.004158004
malwr.com-analysis-of-payload,91.73076923,0,0.307692308,0.692307692,0,0.884615385,0.115384615,0.134615385,0.865384615,0.788461538,0.211538462,0,0,0.230769231,0.769230769
BizCN-gate-actor-Neutrino-EK-traffic,456.2436681,0,0.534497817,0.465502183,0,0.898689956,0.101310044,0.977292576,0.022707424,0.96069869,0.03930131,0,0,0.977292576,0.022707424
Angler-EK-sends-CryptoWall-3.0-traffic,550.0757576,0,0.507575758,0.492424242,0,1,0,0.673295455,0.326704545,0.972537879,0.027462121,0,0,0.981060606,0.018939394
BizCN-gate-actor-Neutrino-EK-sends-CryptoWall-3.0,562.1221945,0,0.622194514,0.377805486,0,0.862842893,0.137157107,0.985037406,0.014962594,0.966334165,0.033665835,0,0,0.985037406,0.014962594
Angler-EK-sends-bedep-traffic,776.9964492,0,0.600532623,0.399467377,0,0.991122947,0.008877053,0.992010652,0.007989348,0.987128273,0.012871727,0,0,0.992010652,0.007989348
Nuclear-EK-sends-TeslaCrypt-2.0-traffic,857.5633803,0,0.721830986,0.278169014,0,0.992957746,0.007042254,1,0,0.980633803,0.019366197,0,0,1,0
Neutrino-EK-sends-CryptoWall-3.0-traffic,694.2994924,0,0.532994924,0.467005076,0,1,0,0.998307953,0.001692047,0.983079526,0.016920474,0,0,1,0
Nuclear-EK-sends-TeslaCrypt-2.0-traffic,596.2604374,0,0.578528827,0.421471173,0,1,0,1,0,0.978131213,0.021868787,0,0,1,0
Nuclear-EK-traffic,855.1616255,0,0.593415638,0.406584362,0,0.962962963,0.037037037,0.996707819,0.003292181,0.91090535,0.08909465,0,0,0.996707819,0.003292181
Rig-EK-traffic,713.347989,0,0.529852611,0.470147389,0,0.973020235,0.026979765,0.997501874,0.002498126,0.960779415,0.039220585,0,0,1,0
Nuclear-EK-payload-traffic-from-malwr-analysis,67.97619048,0,0.333333333,0.595238095,0,0.714285714,0.214285714,0.428571429,0.5,0.833333333,0.095238095,0,0,0.642857143,0.285714286
Nuclear-EK-traffic,998.8046534,0,0.360639845,0.240426563,0.398933592,1,0,0.996122152,0.003877848,0.936984973,0.063015027,0,0,0.996122152,0.003877848
bartalex-word-macro-sends-pony-and-vawtrak,749.8530207,0,0.58160505,0.41839495,0,1,0,0.99729486,0.00270514,0.984670875,0.015329125,0,0,1,0
Angler-EK-sends-CryptoWall-3.0-traffic,695.0224626,0,0.519966722,0.446755408,0.03327787,0.999168053,0.000831947,1,0,0.975873544,0.024126456,0,0,1,0
Nuclear-EK-traffic,472.1928803,0.000647249,0.508414239,0.48802589,0.002912621,0.967961165,0.032038835,0.939158576,0.060841424,0.944012945,0.055987055,0.000970874,0,0.94012945,0.058899676
Nuclear-EK-traffic,686.0018484,0,0.536044362,0.463955638,0,1,0,0.977818854,0.022181146,0.944547135,0.055452865,0,0,0.977818854,0.022181146
Nuclear-EK-traffic,740.857828,0,0.225419664,0.77286742,0.001712915,0.982870846,0.017129154,0.982528263,0.017471737,0.956149366,0.043850634,0,0,0.994861254,0.005138746
Rig-EK-traffic,615.6984733,0,0.27480916,0.72519084,0,0.990458015,0.009541985,1,0,0.944656489,0.055343511,0,0,1,0
Nuclear-EK-traffic,786.8934963,0.000872981,0.589698821,0.409428197,0,0.990833697,0.009166303,0.983413357,0.016586643,0.988214753,0.011785247,0,0,0.982540375,0.017459625
Nuclear-EK-sends-CryptoWall-3.0-traffic,663.4199536,0,0.496210363,0.503789637,0,0.980201083,0.019798917,0.988399072,0.011600928,0.958391338,0.041608662,0,0,0.995050271,0.004949729
BizCN-gate-actor-Nuclear-EK-traffic,515.0378521,0,0.418133803,0.490316901,0.091549296,0.983274648,0.016725352,0.995598592,0.004401408,0.946302817,0.053697183,0,0,0.991197183,0.008802817
Rig-EK-traffic-example-1-of-5,850.3260538,0,0.643981717,0.356018283,0,0.977653631,0.022346369,1,0,0.940071102,0.059928898,0,0,1,0
Rig-EK-traffic-example-2-of-5,753.7789897,0,0.575774971,0.424225029,0,0.883467279,0.116532721,1,0,0.935132032,0.064867968,0,0,1,0
Rig-EK-traffic-example-3-of-5,755.170516,0,0.567076167,0.432923833,0,0.983292383,0.016707617,1,0,0.940540541,0.059459459,0,0,1,0
Rig-EK-traffic-example-4-of-5,736.2195533,0,0.546144121,0.453855879,0,0.963337547,0.036662453,1,0,0.957016435,0.042983565,0,0,1,0
Rig-EK-traffic-example-5-of-5,977.8028919,0,0.747336377,0.252663623,0,0.991628615,0.008371385,1,0,0.99086758,0.00913242,0,0,1,0
Rig-EK-traffic,651.6174636,0,0.479209979,0.520790021,0,0.993762994,0.006237006,1,0,0.98960499,0.01039501,0,0,1,0
Rig-EK-traffic-1-of-3,745.1082639,0,0.561178732,0.438821268,0,0.989109545,0.010890455,1,0,0.930813581,0.069186419,0,0,1,0
Rig-EK-traffic-2-of-3,686.1751577,0,0.538573508,0.461426492,0,0.986899563,0.013100437,1,0,0.94274624,0.05725376,0,0,1,0
Rig-EK-traffic-3-of-3,752.7668137,0,0.562844542,0.437155458,0,0.965270121,0.034729879,1,0,0.919514884,0.080485116,0,0,1,0
BizCN-gate-actor-Nuclear-EK-traffic,453.953885,0,0.409349337,0.523689198,0.066961466,0.981048642,0.018951358,0.994314593,0.005685407,0.972836387,0.027163613,0,0,0.994314593,0.005685407
Angler-EK-sends-CryptoWall-3.0-traffic,749.5111713,0,0.641164523,0.358835477,0,0.951929587,0.048070413,0.989167231,0.010832769,0.956668923,0.043331077,0,0,0.989167231,0.010832769
BizCN-gate-actor-Nuclear-EK-traffic,658.9739229,0,0.509070295,0.490929705,0,0.975056689,0.024943311,1,0,0.945578231,0.054421769,0,0,1,0
BizCN-gate-actor-Nuclear-EK-sends-CryptoWall-4.0-traffic,490.1975712,0,0.47594582,0.52405418,0,0.951891639,0.048108361,0.97758057,0.02241943,0.93928071,0.06071929,0,0,0.978047641,0.021952359
BizCN-gate-actor-Nuclear-EK-traffic,652.7791045,0,0.513432836,0.486567164,0,0.989552239,0.010447761,1,0,0.976119403,0.023880597,0,0,1,0
Angler-EK-sends-CryptoWall-3.0-traffic,780.5367925,0,0.580188679,0.419811321,0,0.99245283,0.00754717,1,0,0.979245283,0.020754717,0,0,1,0
BizCN-gate-actor-Nuclear-EK-sends-CryptoWall-4.0-traffic,534.702518,0,0.480215827,0.517625899,0.002158273,0.966546763,0.033453237,0.994244604,0.005755396,0.905035971,0.094964029,0,0,0.994244604,0.005755396
Pony-Vawtrak-malspam-campaign-traffic,660.9059011,0,0.280701754,0.719298246,0,1,0,0.980861244,0.019138756,0.979266348,0.020733652,0,0,0.980861244,0.019138756
Angler-EK-traffic,805.368,0,0.585333333,0.414666667,0,0.921333333,0.078666667,1,0,0.894666667,0.105333333,0,0,1,0
Angler-EK-traffic,783.8239669,0,0.576859504,0.423140496,0,0.991735537,0.008264463,0.997520661,0.002479339,0.988429752,0.011570248,0,0,0.995041322,0.004958678
Angler-EK-delivers-CryptoWall-traffic,625.2927299,0,0.525758305,0.474241695,0,0.965334617,0.034665383,0.997592682,0.002407318,0.964853154,0.035146846,0,0,0.995185364,0.004814636
Angler-EK-sends-TeslaCrypt-traffic,752.8018692,0,0.635514019,0.364485981,0,0.975077882,0.024922118,0.988785047,0.011214953,0.968224299,0.031775701,0,0,0.988785047,0.011214953
Angler-EK-traffic,760.9264531,0,0.494661922,0.505338078,0,0.985765125,0.014234875,0.988137604,0.011862396,0.945432977,0.054567023,0,0,0.988137604,0.011862396
Blackhole-EK-traffic,824.6376176,0,0.62539185,0.37460815,0,0.967711599,0.032288401,1,0,0.94137931,0.05862069,0,0,1,0
Angler-EK-sends-CryptoWall-traffic,827.5176273,0,0.618354785,0.381645215,0,0.990486849,0.009513151,1,0,0.980973699,0.019026301,0,0,1,0
Angler-EK-sends-CryptoWall-traffic,754.4819277,0,0.570281124,0.429718876,0,0.925033467,0.074966533,1,0,0.987951807,0.012048193,0,0,1,0
TeslaCrypt-malspam-traffic,777.1155303,0,0,1,0,1,0,0.429924242,0.570075758,0.964015152,0.035984848,0,0,0.977272727,0.022727273
Rig-EK-traffic,614.6319734,0,0.245628643,0.754371357,0,0.993338884,0.006661116,0.971690258,0.028309742,0.987510408,0.012489592,0,0,0.975020816,0.024979184
Angler-EK-sends-TeslaCrypt-traffic,1011.780156,0,0.748054475,0.251945525,0,0.992217899,0.007782101,1,0,0.996108949,0.003891051,0,0,1,0
Angler-EK-sends-Bedep-traffic,822.5051903,0,0.707612457,0.292387543,0,0.938581315,0.061418685,0.968858131,0.031141869,0.985294118,0.014705882,0,0,0.937716263,0.062283737
Magnitude-EK-sends-Cerber,176.1555223,0,0,1,0,1,0,0.055018385,0.944981615,0.840119842,0.159880158,0,0,0.163284761,0.836715239
pseudoDarkleech-Neutrino-EK-sends-CrypMIC,893.3501742,0,0,1,0,1,0,0.308362369,0.691637631,0.912891986,0.087108014,0,0,1,0
EITest-Neutrino-EK-after-musicmix.co,830.1098546,0,0,1,0,1,0,0.352180937,0.647819063,0.917609047,0.082390953,0,0,1,0
Neutrino-EK-sends-pizzacrypts,840.1948882,0,0,1,0,1,0,0.335463259,0.664536741,0.926517572,0.073482428,0,0,1,0
pseudoDarkleech-Neutrino-EK-after-drupatis.com,833.4618736,0,0,1,0,1,0,0.331154684,0.668845316,0.938997821,0.061002179,0,0,1,0
pseudoDarkleech-Neutrino-EK-after-gennaroespositomilano.it,836.4435484,0,0,1,0,1,0,0.330645161,0.669354839,0.943548387,0.056451613,0,0,1,0
pseudoDarkleech-Neutrino-EK-after-lawrenceparkah.com,878.5555556,0,0,1,0,1,0,0.337962963,0.662037037,0.976851852,0.023148148,0,0,1,0
pseudoDarkleech-Neutrino-EK-after-toronto-annex.com,825.1666667,0,0,1,0,1,0,0.342911877,0.657088123,0.913793103,0.086206897,0,0,1,0
EITest-Neutrino-EK-sends-CryptXXX-after-musicmix.co,927.1974865,0,0,1,0,1,0,0.313285458,0.686714542,0.913824057,0.086175943,0,0,1,0
other-Neutrino-EK-sends-gootkit,885.9512195,0,0,1,0,1,0,0.327235772,0.672764228,0.975609756,0.024390244,0,0,0.991869919,0.008130081
pseudoDarkleech-Neutrino-EK-sends-CryptXXX-after-eielectronics.com,1002.150403,0,0,1,0,1,0,0.264100269,0.735899731,0.885407341,0.114592659,0,0,1,0
pseudoDarkleech-Neutrino-EK-sends-CryptXXX-after-toronto-annex.com,932.4504505,0,0,1,0,1,0,0.304668305,0.695331695,0.865683866,0.134316134,0,0,1,0
Rig-EK-sends-CryptoBit,823.2055556,0,0,1,0,1,0,0.361111111,0.638888889,0.977777778,0.022222222,0,0,1,0
Afraidgate-Neutrino-EK-sends-CryptXXX,939.76781,0,0,1,0,1,0,0.306948109,0.693051891,0.92700088,0.07299912,0,0,1,0
Magnitude-EK-sends-Cerber,352.1758755,0,0,1,0,0.89766537,0.10233463,0.13307393,0.86692607,0.861478599,0.138521401,0,0,0.398832685,0.601167315
Neutrino-EK-sends-Gootkit,967.0046838,0,0,1,0,1,0,0.278688525,0.721311475,0.859484778,0.140515222,0,0,0.971896956,0.028103044
pseudoDarkleech-Neutrino-EK-sends-CryptXXX-after-thewinegroup.com,867.3517241,0,0,1,0,1,0,0.308045977,0.691954023,0.951724138,0.048275862,0,0,1,0
EITest-Neutrino-EK-after-scarsboroughcricket.ca,974.5891381,0,0,1,0,1,0,0.291617473,0.708382527,0.878394333,0.121605667,0,0,1,0
other-Neutrino-EK-sends-Bandarchor-first-run,862.6104869,0,0,1,0,1,0,0.333333333,0.666666667,0.940074906,0.059925094,0,0,1,0
other-Neutrino-EK-sends-Bandarchor-second-run,873.6751825,0,0,1,0,1,0,0.324817518,0.675182482,0.897810219,0.102189781,0,0,1,0
pseudoDarkleech-Neutrino-EK-after-thewinegroup.com-first-run,953.8259804,0,0,1,0,1,0,0.291666667,0.708333333,0.928921569,0.071078431,0,0,1,0
pseudoDarkleech-Neutrino-EK-after-thewinegroup.com-second-run,960.9682959,0,0,1,0,1,0,0.301188904,0.698811096,0.875825627,0.124174373,0,0,1,0
Afraidgate-Neutrino-EK-sends-Locky-ransomware-example-1-of-4,958.6892655,0,0,1,0,0.988700565,0.011299435,0.299435028,0.700564972,0.929378531,0.070621469,0,0,1,0
Afraidgate-Neutrino-EK-sends-Locky-ransomware-example-2-of-4,840.2339833,0,0,1,0,1,0,0.35097493,0.64902507,0.961002786,0.038997214,0,0,1,0
Afraidgate-Neutrino-EK-sends-Locky-ransomware-example-3-of-4,887.212987,0,0,1,0,1,0,0.332467532,0.667532468,0.979220779,0.020779221,0,0,1,0
Afraidgate-Neutrino-EK-sends-Locky-ransomware-example-4-of-4,888.504902,0,0,1,0,1,0,0.335784314,0.664215686,0.928921569,0.071078431,0,0,1,0
other-Neutrino-EK-sends-Bandarchor-ransomware,825.9575163,0,0,1,0,1,0,0.346405229,0.653594771,0.931372549,0.068627451,0,0,1,0
other-Neutrino-EK-sends-Gootkit,882.2107527,0,0,1,0,1,0,0.32688172,0.67311828,0.980645161,0.019354839,0,0,1,0
pseudoDarkleech-Neutrino-EK-sends-CryptXXX,938.0070423,0,0,1,0,1,0,0.307511737,0.692488263,0.856807512,0.143192488,0,0,1,0
other-Neutrino-EK-sends-Bandarchor-ransomware,801.8345324,0,0,1,0,1,0,0.370503597,0.629496403,0.95323741,0.04676259,0,0,1,0
pseudoDarkleech-Neutrino-EK-sends-CryptXXX,873.6257353,0,0.258823529,0.741176471,0,0.998529412,0.001470588,1,0,0.971323529,0.028676471,0,0,1,0
Afraidgate-Neutrino-EK-sends-Locky-ransomware,759.2741935,0,0,1,0,1,0,0.419354839,0.580645161,0.997983871,0.002016129,0,0,1,0
EITest-Neutrino-EK-sends-CryptXXX-ransomware,880.6869565,0,0,1,0,1,0,0.347035573,0.652964427,0.939920949,0.060079051,0,0,1,0
pseudoDarkleech-Neutrino-EK-sends-CryptXXX-ransomware,866.9617391,0,0,1,0,1,0,0.362608696,0.637391304,0.965217391,0.034782609,0,0,1,0
EITest-Neutrino-EK-after-classical959.com,813.2697274,0,0,1,0,0.99713056,0.00286944,0.358680057,0.641319943,0.912482066,0.087517934,0,0,1,0
other-Neutrino-EK-sends-Bandarchor-ransomware,803.8297101,0,0,1,0,1,0,0.365942029,0.634057971,0.942028986,0.057971014,0,0,1,0
pseudoDarkleech-Neutrino-EK-sends-CryptXXX-ransomware,982.619382,0,0,1,0,1,0,0.289325843,0.710674157,0.846910112,0.153089888,0,0,1,0
EITest-Neutrino-EK-sends-Bandarchor-after-chitralekha.com,840.1237113,0,0,1,0,1,0,0.379381443,0.620618557,0.973195876,0.026804124,0,0,1,0
other-Neutrino-EK-sends-Bandarchor-first-run,912.9409722,0,0,1,0,1,0,0.326388889,0.673611111,0.940972222,0.059027778,0,0,1,0
other-Neutrino-EK-sends-Bandarchor-second-run,685.8254364,0,0.536159601,0.463840399,0,0.990024938,0.009975062,1,0,0.955112219,0.044887781,0,0,1,0
pseudoDarkleech-Neutrino-EK-sends-CryptXXX-after-opencv.org-first-run,956.0268097,0,0,1,0,0.810991957,0.189008043,0.306970509,0.693029491,0.837801609,0.162198391,0,0,1,0
pseudoDarkleech-Neutrino-EK-sends-CryptXXX-after-opencv.org-second-run,988.2783217,0,0,1,0,1,0,0.283916084,0.716083916,0.846153846,0.153846154,0,0,1,0
Afraidgate-Neutrino-EK-sends-Locky-first-run,858.4505495,0,0,1,0,0.901098901,0.098901099,0.343406593,0.656593407,0.953296703,0.046703297,0,0,1,0
Afraidgate-Neutrino-EK-sends-Locky-second-run,835.6297229,0,0,1,0,1,0,0.347607053,0.652392947,0.974811083,0.025188917,0,0,1,0
pseudoDarkleech-Neutrino-EK-sends-CryptXXX-ransomware,856.9619565,0,0.615942029,0.384057971,0,0.996376812,0.003623188,1,0,0.983695652,0.016304348,0,0,1,0
boleto-malspam-traffic-from-malware,817.9792612,0.005184705,0,0.994815295,0,0.752430331,0.247569669,0.333765392,0.666234608,0.897602074,0.102397926,0,0,0.971484122,0.028515878
EITest-Neutrino-EK-sends-CryptXXX-after-dicodesrimes.com,809.1911504,0,0.6,0.4,0,0.991150442,0.008849558,1,0,0.992920354,0.007079646,0,0,1,0
Magnitude-EK-sends-Cerber,587.1116013,0.000259538,0,0.999740462,0,1,0,0.185310148,0.814689852,0.834155204,0.165844796,0,0,0.600311446,0.399688554
pseudoDarkleech-Neutrino-EK-sends-CryptXXX-after-depressivedisorder.xyz,926.4138889,0,0,1,0,0.994444444,0.005555556,0.316666667,0.683333333,0.95,0.05,0,0,1,0
pseudoDarkleech-Neutrino-EK-sends-CryptXXX-after-sinyimusic.com,964.443956,0,0,1,0,1,0,0.292307692,0.707692308,0.89010989,0.10989011,0,0,1,0
Afraidgate-Neutrino-EK-sends-Locky-first-run,874.0608696,0,0,1,0,1,0,0.344927536,0.655072464,0.956521739,0.043478261,0,0,1,0
Afraidgate-Neutrino-EK-sends-Locky-second-run,844.3005319,0,0,1,0,1,0,0.361702128,0.638297872,0.925531915,0.074468085,0,0,1,0
pseudoDarkleech-Neutrino-EK-sends-CrypMIC-first-run,877.1313756,0,0,1,0,0.885625966,0.114374034,0.330757342,0.669242658,0.935085008,0.064914992,0,0,1,0
pseudoDarkleech-Neutrino-EK-sends-CrypMIC-second-run,835.5288889,0,0,1,0,1,0,0.343703704,0.656296296,0.924444444,0.075555556,0,0,1,0
Afraidgate-Neutrino-EK-sends-Locky-first-run,873.718663,0,0,1,0,1,0,0.339832869,0.660167131,0.961002786,0.038997214,0,0,1,0
Afraidgate-Neutrino-EK-sends-Locky-second-run,897.8254438,0,0,1,0,1,0,0.313609467,0.686390533,0.952662722,0.047337278,0,0,1,0
